customer_id,segment,base_return_rate,description,return_variance
CUST_1137,low_returner,0.0,Never returns,0.0018790621743366084
CUST_1138,low_returner,0.0,Never returns,0.02030189588951778
CUST_1139,low_returner,0.0,Never returns,-0.013637039762070605
CUST_1140,low_returner,0.0,Never returns,0.04717820827209607
CUST_1141,low_returner,0.0,Never returns,0.04624472949421113
CUST_1142,low_returner,0.0,Never returns,-0.024821770417463584
CUST_1143,low_returner,0.0,Never returns,-0.00027514941076145494
CUST_1144,low_returner,0.0,Never returns,-0.019912169018323034
CUST_1145,low_returner,0.0,Never returns,-0.02151595056225324
CUST_1146,low_returner,0.0,Never returns,-0.04631130526454672
CUST_1147,low_returner,0.0,Never returns,0.010956433397989684
CUST_1148,low_returner,0.0,Never returns,0.0002679023228861488
CUST_1149,low_returner,0.0,Never returns,-0.044852124875001065
CUST_1150,low_returner,0.0,Never returns,-0.02213535357633886
CUST_1151,low_returner,0.0,Never returns,0.04082658859666537
CUST_1152,low_returner,0.0,Never returns,-0.02604381093330276
CUST_1153,low_returner,0.0,Never returns,-0.03551051279087769
CUST_1154,low_returner,0.0,Never returns,-0.0010547239722436957
CUST_1155,low_returner,0.0,Never returns,0.048565045411060076
CUST_1156,low_returner,0.0,Never returns,-0.02579447284884996
CUST_1157,low_returner,0.0,Never returns,0.01721355474058786
CUST_1158,low_returner,0.0,Never returns,0.026161961532871758
CUST_1159,low_returner,0.0,Never returns,-0.026236245600760034
CUST_1160,low_returner,0.0,Never returns,0.022821634861185963
CUST_1161,low_returner,0.0,Never returns,-0.01322168672807468
CUST_1162,low_returner,0.0,Never returns,0.013230583059357953
CUST_1163,low_returner,0.0,Never returns,0.013352971076089473
CUST_1164,low_returner,0.0,Never returns,0.003577468407475845
CUST_1165,low_returner,0.0,Never returns,-0.040971022994559174
CUST_1166,low_returner,0.0,Never returns,0.033530249558923794
CUST_1167,low_returner,0.0,Never returns,-0.017921993502826417
CUST_1168,low_returner,0.0,Never returns,-0.031348148960014574
CUST_1169,low_returner,0.0,Never returns,-0.04592248584452361
CUST_1170,low_returner,0.0,Never returns,0.00908929431882418
CUST_1171,low_returner,0.0,Never returns,0.017756436184228244
CUST_1172,low_returner,0.0,Never returns,-0.04834121710721439
CUST_1173,low_returner,0.0,Never returns,0.0012093058299280993
CUST_1174,low_returner,0.0,Never returns,-0.027350422480206207
CUST_1175,low_returner,0.0,Never returns,0.014517279040944991
CUST_1176,low_returner,0.0,Never returns,-0.03256335709950085
CUST_1177,low_returner,0.0,Never returns,0.0190937738102466
CUST_1178,low_returner,0.0,Never returns,-0.011326465369946262
CUST_1179,low_returner,0.0,Never returns,0.04367299887367346
CUST_1180,low_returner,0.0,Never returns,-0.036247905585400676
CUST_1181,low_returner,0.0,Never returns,-0.01589336489497415
CUST_1182,low_returner,0.0,Never returns,-0.038652647875941096
CUST_1183,low_returner,0.0,Never returns,0.04246936182785628
CUST_1184,low_returner,0.0,Never returns,0.0377339353380981
CUST_1185,low_returner,0.0,Never returns,-0.02420583722848444
CUST_1186,low_returner,0.0,Never returns,0.015998404603417907
CUST_1187,low_returner,0.0,Never returns,0.03172222002012158
CUST_1188,low_returner,0.0,Never returns,0.005520081159946233
CUST_1189,low_returner,0.0,Never returns,0.0029650578356006513
CUST_1190,low_returner,0.0,Never returns,-0.025814770909954834
CUST_1191,low_returner,0.0,Never returns,-0.040689723219410084
CUST_1192,low_returner,0.0,Never returns,0.039721575795332684
CUST_1193,low_returner,0.0,Never returns,0.04004180571633305
CUST_1194,low_returner,0.0,Never returns,0.013310145727326791
CUST_1195,low_returner,0.0,Never returns,-0.016097020895129932
CUST_1196,low_returner,0.0,Never returns,-0.015079042538733912
CUST_1197,low_returner,0.0,Never returns,0.022595567887023937
CUST_1198,low_returner,0.0,Never returns,0.03971102599525771
CUST_1199,low_returner,0.0,Never returns,0.03870864242651173
CUST_1200,low_returner,0.0,Never returns,0.027987554585762395
CUST_1201,low_returner,0.0,Never returns,0.014203164615428782
CUST_1202,low_returner,0.0,Never returns,-0.04158600350049512
CUST_1203,low_returner,0.0,Never returns,-0.033837128590538626
CUST_1204,low_returner,0.0,Never returns,0.03985541885270792
CUST_1205,low_returner,0.0,Never returns,0.010642905965958994
CUST_1206,low_returner,0.0,Never returns,-0.049080294838337035
CUST_1207,low_returner,0.0,Never returns,-0.03985284571339679
CUST_1208,low_returner,0.0,Never returns,0.016350176910805578
CUST_1209,low_returner,0.0,Never returns,-0.049493841615378134
CUST_1210,low_returner,0.0,Never returns,-0.03391919485825014
CUST_1211,low_returner,0.0,Never returns,0.0048733789366586094
CUST_1212,low_returner,0.0,Never returns,0.01918951976926933
CUST_1213,low_returner,0.0,Never returns,0.015196125950260056
CUST_1214,low_returner,0.0,Never returns,-0.02757306905394402
CUST_1215,low_returner,0.0,Never returns,0.021217922134753583
CUST_1216,low_returner,0.0,Never returns,-0.026275091250319994
CUST_1217,low_returner,0.0,Never returns,-0.01746003018407323
CUST_1218,low_returner,0.0,Never returns,0.02464914051180242
CUST_1219,low_returner,0.0,Never returns,0.014963289904721469
CUST_1220,low_returner,0.0,Never returns,0.0349223410494178
CUST_1221,low_returner,0.0,Never returns,0.015761289230034337
CUST_1222,low_returner,0.0,Never returns,0.006830860333547163
CUST_1223,low_returner,0.0,Never returns,-0.040632523217190755
CUST_1224,low_returner,0.0,Never returns,-0.01322841969405665
CUST_1225,low_returner,0.0,Never returns,-0.023479763231827457
CUST_1226,low_returner,0.0,Never returns,-0.025601035662091643
CUST_1227,low_returner,0.0,Never returns,0.04730105547524456
CUST_1228,low_returner,0.0,Never returns,-0.010690227533323958
CUST_1229,low_returner,0.0,Never returns,0.03920465551771134
CUST_1230,low_returner,0.0,Never returns,0.013113862599726286
CUST_1231,low_returner,0.0,Never returns,0.029481130354164845
CUST_1232,low_returner,0.0,Never returns,0.00026370931051920843
CUST_1233,low_returner,0.0,Never returns,0.007690388462635908
CUST_1234,low_returner,0.0,Never returns,-0.0007482306181136114
CUST_1235,low_returner,0.0,Never returns,-0.03047570122019555
CUST_1236,low_returner,0.0,Never returns,0.022245211526150527
CUST_1237,low_returner,0.0,Never returns,-0.021922763755914423
CUST_1238,low_returner,0.0,Never returns,-0.04756840335685462
CUST_1239,low_returner,0.0,Never returns,0.014547229590716776
CUST_1240,low_returner,0.0,Never returns,-0.0322889320592951
CUST_1241,low_returner,0.0,Never returns,0.044045858435291435
CUST_1242,low_returner,0.0,Never returns,0.045392857700258735
CUST_1243,low_returner,0.0,Never returns,0.04148643902204485
CUST_1244,low_returner,0.0,Never returns,-0.012984129974455562
CUST_1245,low_returner,0.0,Never returns,-0.04845433834711326
CUST_1246,low_returner,0.0,Never returns,0.04283185625877255
CUST_1247,low_returner,0.0,Never returns,-0.00718158516826857
CUST_1248,low_returner,0.0,Never returns,0.046665481904366965
CUST_1249,low_returner,0.0,Never returns,0.04636199770892528
CUST_1250,low_returner,0.0,Never returns,0.035300945546736004
CUST_1251,low_returner,0.0,Never returns,-0.020555110793041433
CUST_1252,low_returner,0.0,Never returns,-0.011490227139807477
CUST_1253,low_returner,0.0,Never returns,0.03511366715168569
CUST_1254,low_returner,0.0,Never returns,-0.018307799484372236
CUST_1255,low_returner,0.0,Never returns,-0.03305072533139075
CUST_1256,low_returner,0.0,Never returns,0.005680126245835013
CUST_1257,low_returner,0.0,Never returns,0.0436154774160781
CUST_1258,low_returner,0.0,Never returns,0.0196029796674973
CUST_1259,low_returner,0.0,Never returns,0.007006117008936497
CUST_1260,low_returner,0.0,Never returns,-0.04028235062292315
CUST_1261,low_returner,0.0,Never returns,0.011500722669916974
CUST_1262,low_returner,0.0,Never returns,0.049005385010426325
CUST_1263,low_returner,0.0,Never returns,-0.0359915984763476
CUST_1264,low_returner,0.0,Never returns,0.0018329652363736765
CUST_1265,low_returner,0.0,Never returns,0.03773730719279554
CUST_1266,low_returner,0.0,Never returns,0.02407686177542044
CUST_1267,low_returner,0.0,Never returns,0.019701574099526803
CUST_1268,low_returner,0.0,Never returns,0.02024840839871092
CUST_1269,low_returner,0.0,Never returns,-0.014050884878024486
CUST_1270,low_returner,0.0,Never returns,-0.020640815573550665
CUST_1271,low_returner,0.0,Never returns,0.03093611554785136
CUST_1272,low_returner,0.0,Never returns,0.031011339467918078
CUST_1273,low_returner,0.0,Never returns,0.03670723185801038
CUST_1274,low_returner,0.0,Never returns,0.04132405525564713
CUST_1275,low_returner,0.0,Never returns,0.001134239886093777
CUST_1276,low_returner,0.0,Never returns,0.00015162946871995903
CUST_1277,low_returner,0.0,Never returns,0.029829517896677524
CUST_1278,low_returner,0.0,Never returns,0.014996393077776518
CUST_1279,low_returner,0.0,Never returns,0.020196687725770338
CUST_1280,low_returner,0.0,Never returns,0.029579266943610114
CUST_1281,low_returner,0.0,Never returns,0.03900053418175663
CUST_1282,low_returner,0.0,Never returns,-0.01620048431484642
CUST_1283,low_returner,0.0,Never returns,-0.012441704736005602
CUST_1284,low_returner,0.0,Never returns,-0.0406018060159131
CUST_1285,low_returner,0.0,Never returns,0.007828014099617399
CUST_1286,low_returner,0.0,Never returns,-0.046405772620325796
CUST_1287,low_returner,0.0,Never returns,-0.0034401981867539858
CUST_1288,low_returner,0.0,Never returns,0.004264463470757665
CUST_1289,low_returner,0.0,Never returns,-0.02134587478717156
CUST_1290,low_returner,0.0,Never returns,0.009083326056901077
CUST_1291,low_returner,0.0,Never returns,-0.04694997500609506
CUST_1292,low_returner,0.0,Never returns,-0.04626518112507856
CUST_1293,low_returner,0.0,Never returns,0.032260056065965825
CUST_1294,low_returner,0.0,Never returns,-0.013980935858873715
CUST_1295,low_returner,0.0,Never returns,-0.037293948734811525
CUST_1296,low_returner,0.0,Never returns,0.0022243260054804342
CUST_1297,low_returner,0.0,Never returns,0.026999355309861084
CUST_1298,low_returner,0.0,Never returns,-0.028417897250315682
CUST_1299,low_returner,0.0,Never returns,0.012289047581900026
CUST_1300,low_returner,0.0,Never returns,-0.0414652535006232
CUST_1301,low_returner,0.0,Never returns,-0.04483182788313923
CUST_1302,low_returner,0.0,Never returns,0.0031354631568148023
CUST_1303,low_returner,0.0,Never returns,0.0040635121610106545
CUST_1304,low_returner,0.0,Never returns,0.013742990149820652
CUST_1305,low_returner,0.0,Never returns,0.022609133372266152
CUST_1306,low_returner,0.0,Never returns,0.04758520794625347
CUST_1307,low_returner,0.0,Never returns,0.001630034830119531
CUST_1308,low_returner,0.0,Never returns,-0.017704352705875406
CUST_1309,low_returner,0.0,Never returns,0.029518619476870372
CUST_1310,low_returner,0.0,Never returns,-0.02291677487379258
CUST_1311,low_returner,0.0,Never returns,-0.006102857929436392
CUST_1312,low_returner,0.0,Never returns,-0.042154361865773406
CUST_1313,low_returner,0.0,Never returns,-0.047464925658454254
CUST_1314,low_returner,0.0,Never returns,0.046264841467792514
CUST_1315,low_returner,0.0,Never returns,0.03359801205122058
CUST_1316,low_returner,0.0,Never returns,0.019597420609369795
CUST_1317,low_returner,0.0,Never returns,-0.009104705558573012
CUST_1318,low_returner,0.0,Never returns,-0.03267056799291543
CUST_1319,low_returner,0.0,Never returns,-0.034356295732891395
CUST_1320,low_returner,0.0,Never returns,-0.02497571018354047
CUST_1321,low_returner,0.0,Never returns,0.0049226664706120485
CUST_1322,low_returner,0.0,Never returns,0.02145959227000624
CUST_1323,low_returner,0.0,Never returns,0.01601973767177313
CUST_1324,low_returner,0.0,Never returns,-0.022006610305405717
CUST_1325,low_returner,0.0,Never returns,0.04548652806631941
CUST_1326,low_returner,0.0,Never returns,0.023789691669576854
CUST_1327,low_returner,0.0,Never returns,0.005435405251140071
CUST_1328,low_returner,0.0,Never returns,0.011172074623435224
CUST_1329,low_returner,0.0,Never returns,-0.00803999375722101
CUST_1330,low_returner,0.0,Never returns,-0.025226901049884256
CUST_1331,low_returner,0.0,Never returns,-0.014402732134873843
CUST_1332,low_returner,0.0,Never returns,0.02578461104643691
CUST_1333,low_returner,0.0,Never returns,-0.048560651137024416
CUST_1334,low_returner,0.0,Never returns,-0.03839273594930838
CUST_1335,low_returner,0.0,Never returns,-0.045399735797824727
CUST_1336,low_returner,0.0,Never returns,-0.045927119768102986
CUST_1337,low_returner,0.0,Never returns,0.03554605840110073
CUST_1338,low_returner,0.0,Never returns,0.020365785938002368
CUST_1339,low_returner,0.0,Never returns,-0.002582617091267482
CUST_1340,low_returner,0.0,Never returns,-0.04021658393489985
CUST_1341,low_returner,0.0,Never returns,-0.0008384124883167657
CUST_1342,low_returner,0.0,Never returns,-0.0026528229219434304
CUST_1343,low_returner,0.0,Never returns,-0.032679813008998485
CUST_1344,low_returner,0.0,Never returns,-0.006614835076202696
CUST_1345,low_returner,0.0,Never returns,-0.010149526560262655
CUST_1346,low_returner,0.0,Never returns,0.011585009805221647
CUST_1347,low_returner,0.0,Never returns,0.013509365086764383
CUST_1348,low_returner,0.0,Never returns,-0.04546959902279555
CUST_1349,low_returner,0.0,Never returns,-0.012538738537352878
CUST_1350,low_returner,0.0,Never returns,0.012585991571423635
CUST_1351,low_returner,0.0,Never returns,0.0003136258580087731
CUST_1352,low_returner,0.0,Never returns,0.03564898411883223
CUST_1353,low_returner,0.0,Never returns,0.015869363161894495
CUST_1354,low_returner,0.0,Never returns,-0.03370655729185704
CUST_1355,low_returner,0.0,Never returns,-0.04294312525995702
CUST_1356,low_returner,0.0,Never returns,0.014241927820631564
CUST_1357,low_returner,0.0,Never returns,-0.04734886894583782
CUST_1358,low_returner,0.0,Never returns,0.008577558127346327
CUST_1359,low_returner,0.0,Never returns,0.04402302414249576
CUST_1360,low_returner,0.0,Never returns,0.007547417787587898
CUST_1361,low_returner,0.0,Never returns,-0.011183007379347812
CUST_1362,low_returner,0.0,Never returns,0.014328821844235312
CUST_1363,low_returner,0.0,Never returns,-0.004174710950848336
CUST_1364,low_returner,0.0,Never returns,0.004561678931593496
CUST_1365,low_returner,0.0,Never returns,0.04414648087765252
CUST_1366,low_returner,0.0,Never returns,-0.011389736219922578
CUST_1367,low_returner,0.0,Never returns,0.04611905638239143
CUST_1368,low_returner,0.0,Never returns,0.040535064195606374
CUST_1369,low_returner,0.0,Never returns,-0.030420886521070358
CUST_1370,low_returner,0.0,Never returns,-0.043063869912483455
CUST_1371,low_returner,0.0,Never returns,-0.03992219986225734
CUST_1372,low_returner,0.0,Never returns,-0.04817781743484503
CUST_1373,low_returner,0.0,Never returns,-0.04055570392440716
CUST_1374,low_returner,0.0,Never returns,0.01830067734163568
CUST_1375,low_returner,0.0,Never returns,-0.0428811351539771
CUST_1376,low_returner,0.0,Never returns,-0.018102436970623872
CUST_1377,low_returner,0.0,Never returns,0.034487531096945453
CUST_1378,low_returner,0.0,Never returns,-0.04767280642641741
CUST_1379,low_returner,0.0,Never returns,0.03144684825889359
CUST_1380,low_returner,0.0,Never returns,-0.02181452252266001
CUST_1381,low_returner,0.0,Never returns,-0.03818351723783438
CUST_1382,low_returner,0.0,Never returns,0.01967371653641506
CUST_1383,low_returner,0.0,Never returns,0.012894284677988394
CUST_1384,low_returner,0.0,Never returns,0.037747201352705304
CUST_1385,low_returner,0.0,Never returns,0.023507104380388583
CUST_1386,low_returner,0.0,Never returns,0.03034809303848486
CUST_1387,low_returner,0.0,Never returns,-0.02179654274286935
CUST_1388,low_returner,0.0,Never returns,-0.03225604562202772
CUST_1389,low_returner,0.0,Never returns,0.025061475164085842
CUST_1390,low_returner,0.0,Never returns,0.030683473926726407
CUST_1391,low_returner,0.0,Never returns,0.04905051420006733
CUST_1392,low_returner,0.0,Never returns,-0.008738232308857355
CUST_1393,low_returner,0.0,Never returns,-0.012798191420721687
CUST_1394,low_returner,0.0,Never returns,0.027641296074199684
CUST_1395,low_returner,0.0,Never returns,-0.015919645974698214
CUST_1396,low_returner,0.0,Never returns,0.043075732560356475
CUST_1397,low_returner,0.0,Never returns,0.03584127518430118
CUST_1398,low_returner,0.0,Never returns,-0.007100597262498162
CUST_1399,low_returner,0.0,Never returns,0.025087106779149743
CUST_1400,low_returner,0.0,Never returns,0.025454287408468237
CUST_1401,low_returner,0.0,Never returns,-0.03968761311640674
CUST_1402,low_returner,0.0,Never returns,0.040255290667956675
CUST_1403,low_returner,0.0,Never returns,0.0005252372447857173
CUST_1404,low_returner,0.0,Never returns,0.03264574661077417
CUST_1405,low_returner,0.0,Never returns,-0.017995039896938826
CUST_1406,low_returner,0.0,Never returns,0.039552322849620056
CUST_1407,low_returner,0.0,Never returns,-0.011079832126583686
CUST_1408,low_returner,0.0,Never returns,-0.048916234851970164
CUST_1409,low_returner,0.0,Never returns,0.04053819764192637
CUST_1410,low_returner,0.0,Never returns,-0.04087133232138665
CUST_1411,low_returner,0.0,Never returns,-0.018068636240958516
CUST_1412,low_returner,0.0,Never returns,0.04500619670508049
CUST_1413,low_returner,0.0,Never returns,0.04506071469375561
CUST_1414,low_returner,0.0,Never returns,0.007343788812328611
CUST_1415,low_returner,0.0,Never returns,0.01318372121697993
CUST_1416,low_returner,0.0,Never returns,-0.00515544780216802
CUST_1417,low_returner,0.0,Never returns,-0.020678922830193548
CUST_1418,low_returner,0.0,Never returns,-0.017133545463008402
CUST_1419,low_returner,0.0,Never returns,0.017251845607703847
CUST_1420,low_returner,0.0,Never returns,0.025237452943768002
CUST_1421,low_returner,0.0,Never returns,0.02915790437258485
CUST_1422,low_returner,0.0,Never returns,0.028961814279455392
CUST_1423,low_returner,0.0,Never returns,-0.04087938969513097
CUST_1424,low_returner,0.0,Never returns,-0.000557969529741853
CUST_1425,low_returner,0.0,Never returns,-0.04424412399833558
CUST_1426,low_returner,0.0,Never returns,0.0049528882323735535
CUST_1427,low_returner,0.0,Never returns,-0.0058469498626623
CUST_1428,low_returner,0.0,Never returns,0.038770418275829985
CUST_1429,low_returner,0.0,Never returns,-0.01490849874479213
CUST_1430,low_returner,0.0,Never returns,-0.038293298357239415
CUST_1431,low_returner,0.0,Never returns,-0.03570083179471642
CUST_1432,low_returner,0.0,Never returns,0.02615106317174723
CUST_1433,low_returner,0.0,Never returns,0.011821806331626106
CUST_1434,low_returner,0.0,Never returns,-0.039887732387720976
CUST_1435,low_returner,0.0,Never returns,-0.04158931938850026
CUST_1436,low_returner,0.0,Never returns,0.020096913145912
CUST_1437,low_returner,0.0,Never returns,-0.04272369936358065
CUST_1438,low_returner,0.0,Never returns,0.03218600592903563
CUST_1439,low_returner,0.0,Never returns,0.02062422271564962
CUST_1440,low_returner,0.0,Never returns,-0.041865121935810025
CUST_1441,low_returner,0.0,Never returns,-0.04151622859148081
CUST_1442,low_returner,0.0,Never returns,0.048663957850117553
CUST_1443,low_returner,0.0,Never returns,-0.01257292042438797
CUST_1444,low_returner,0.0,Never returns,-0.012935785293310909
CUST_1445,low_returner,0.0,Never returns,0.03127995672575026
CUST_1446,low_returner,0.0,Never returns,0.04472485773838587
CUST_1447,low_returner,0.0,Never returns,0.048600106382287095
CUST_1448,low_returner,0.0,Never returns,0.02533781852589416
CUST_1449,low_returner,0.0,Never returns,-0.012374041446908422
CUST_1450,low_returner,0.0,Never returns,-0.041649928330133125
CUST_1451,low_returner,0.0,Never returns,0.027714691592743687
CUST_1452,low_returner,0.0,Never returns,0.005840424973580505
CUST_1453,low_returner,0.0,Never returns,-0.007577799075302372
CUST_1454,low_returner,0.0,Never returns,0.0406354385094736
CUST_1455,low_returner,0.0,Never returns,-0.038880251769384866
CUST_1456,low_returner,0.0,Never returns,-0.0007374895709140877
